ID,PCE_max(%),Jsc(mA/cm2),FF,Voc(V),(-)HOMO_acceptor(eV),(-)LUMO_acceptor(eV),Eg_acceptor(eV),acceptor(SMILES),M_acceptor(g/mol),(-)L2HOMO_donor(eV),(-)LUMO_donor(eV),Eg_donor(eV),donor(SMILES)
35,10.2,15.4,0.68,0.97,5.58,4.02,1.56,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.36,3.48,1.88,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=C(CCCCCC)C=C(C7=C8C(C(N(CCCCCCCC)C8=O)=O)=C(C9=CC(CCCCCC)=C(C)S9)S7)S6
36,7.17,13.87,0.58,0.9,5.68,3.91,1.77,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=C(SCCCCCC)C=C%12)C%13=CC=C(SCCCCCC)C=C%13)=C8C=C6C(C%14=CC=C(SCCCCCC)C=C%14)5C%15=CC=C(SCCCCCC)C=C%15,1556.2,5.37,3.59,1.78,CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
37,7.49,14.43,0.6,0.9,5.7,3.9,1.8,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=C(SCCCCCCCC)C=C%12)C%13=CC=C(SCCCCCCCC)C=C%13)=C8C=C6C(C%14=CC=C(SCCCCCCCC)C=C%14)5C%15=CC=C(SCCCCCCCC)C=C%15,1668.41,5.37,3.59,1.78,CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
38,8.94,15.32,0.64,0.92,5.74,3.86,1.88,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=C(SCC(CC)CCCC)C=C%12)C%13=CC=C(SCC(CC)CCCC)C=C%13)=C8C=C6C(C%14=CC=C(SCC(CC)CCCC)C=C%14)5C%15=CC=C(SCC(CC)CCCC)C=C%15,1668.41,5.37,3.59,1.78,CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
39,7.06,10.7,0.664,1,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.44,3.48,1.96,CC1=CC=C(S1)C2=CC=C(S2)C3=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C4=CC5=C(S4)C6=C(C=C(S6)C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)C8=NON=C58)S3
40,8.19,13.3,0.668,0.92,5.69,3.98,1.71,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.44,3.48,1.96,CC1=CC=C(S1)C2=CC=C(S2)C3=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C4=CC5=C(S4)C6=C(C=C(S6)C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)C8=NON=C58)S3
41,9.48,14.27,0.678,0.97,5.46,3.65,1.81,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(/C=C4C(C(C=CC=C5)=C5C/4=C(C#N)/C#N)=O)=C2)(C6=CC=C(CCCCCCCC)C=C6)C7=C3C=C(N(C(CCCCCCCC)CCCCCCCC)C8=CC9=C(C(C%10=C9SC(/C=C%11C(C(C=CC=C%12)=C%12C/%11=C(C#N)/C#N)=O)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)C=C%158)C%15=C7,1699.46,5.33,2.92,2.41,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
42,5.4,10.4,0.561,0.93,5.8,3.75,2.05,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(C3=CC(C45C(C=C(C6=C(C7=C8C=CC9C7C(C(N(C(CCCCC)CCCCC)C9=O)=O)=C6)C%10=CC=C%11C%12=C%10C8=CC=C%12C(N(C(CCCCC)CCCCC)C%11=O)=O)C=C%13)C%13C%14=C4C=C(C%15=C(C%16=CC=C(C%17=O)C%18C%16=C%19C=CC%18C(N%17C(CCCCC)CCCCC)=O)C(C%19=CC=C%20C(N(C(CCCCC)CCCCC)C%21=O)=O)=C%20C%21=C%15)C=C%14)=C(C%22C5C=CC(C(C=C%23C(N(C(CCCCC)CCCCC)C%24=O)=O)=C%25C%26=C%23C%24=CC=C%26C%27=CC=C(C%28=O)C%29C%27=C%25C=CC%29C(N%28C(CCCCC)CCCCC)=O)=C%22)C=C3)=C(C%30=C%31C=CC1C%302)C%32=CC=C%33C%34=C%32C%31=CC=C%34C(N(C(CCCCC)CCCCC)C%33=O)=O,3120.26,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
43,6.7,12.4,0.622,0.87,5.81,3.84,1.97,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(C3=CC(C4=C(C5=CC=C(C6=O)C7C5=C8C=CC7C(N6C(CCCCC)CCCCC)=O)C(C8=CC=C9C(N(C(CCCCC)CCCCC)C%10=O)=O)=C9C%10=C4)=CC(C(C=C%11C(N(C(CCCCC)CCCCC)C%12=O)=O)=C%13C%14=C%11C%12=CC=C%14C%15=CC=C(C%16=O)C%17C%15=C%13C=CC%17C(N%16C(CCCCC)CCCCC)=O)=C3)=C(C%18=C%19C=CC1C%182)C%20=CC=C%21C%22=C%20C%19=CC=C%22C(N(C(CCCCC)CCCCC)C%21=O)=O,2174.96,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
44,7.3,13.6,0.597,0.9,5.84,3.77,2.07,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC(C7=CC(C8=C(C9=C%10C=CC%11C9C(C(N(C(CCCCC)CCCCC)C%11=O)=O)=C8)C%12=CC=C%13C%14=C%12C%10=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O)=CC(C(C=C%15C(N(C(CCCCC)CCCCC)C%16=O)=O)=C%17C%18=C%15C%16=CC=C%18C%19=CC=C(C%20=O)C%21C%19=C%17C=CC%21C(N%20C(CCCCC)CCCCC)=O)=C7)=CC(C%22=C(C%23=CC=C(C%24=O)C%25C%23=C%26C=CC%25C(N%24C(CCCCC)CCCCC)=O)C(C%26=CC=C%27C(N(C(CCCCC)CCCCC)C%28=O)=O)=C%27C%28=C%22)=C6)C=C%29C%30=C5C4=CC=C%30C(N(C(CCCCC)CCCCC)C%29=O)=O,2956.05,5.41,3.57,1.84,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
45,1.57,3.94,0.46,0.87,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.51,3.82,1.69,CCCCCCC(CCCC)COC1=C(C)C2=NSN=C2C(C3=CC(SC(C)=C4)=C4S3)=C1OCC(CCCC)CCCCCC
46,5.41,10.42,0.59,0.88,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.49,3.73,1.76,CCCCCCC(CCCC)COC1=C(C)C2=NSN=C2C(C3=CC=C(C4=CC=C(C)S4)S3)=C1OCC(CCCC)CCCCCC
47,2.46,7.04,0.38,0.92,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.57,3.94,1.63,CCCCCCC(CCCC)COC1=C(C)C2=NSN=C2C(C3=CC(F)=C(C4=C(F)C=C(C)S4)S3)=C1OCC(CCCC)CCCCCC
48,4.71,11.55,0.47,0.85,6.06,3.75,2.31,O=C(N(C(CCC)CCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC(C(C=C6)=CC=C6C(C7=CC=C(C8=CC9=C%10C(C%11=CC=C%12C%13=C%11C9=CC=C%13C(N(C(CCC)CCC)C%12=O)=O)=CC=C(C%14=O)C%10C8C(N%14C(CCC)CCC)=O)C=C7)(C%15=CC=C(C%16=CC%17=C%18C(C%19=CC=C%20C%21=C%19C%17=CC=C%21C(N(C(CCC)CCC)C%20=O)=O)=CC=C(C%22=O)C%18C%16C(N%22C(CCC)CCC)=O)C=C%15)C%23=CC=C(C%24=C%25C%26=C(C%27=CC=C%26C(N(C(CCC)CCC)C%25=O)=O)C(C%28=CC=C(C%29=O)C%30C%28=C%27C=CC%30C(N%29C(CCC)CCC)=O)=C%24)C=C%23)=C%31C%32=C5C4=CC=C%32C(N(C(CCC)CCC)C%31=O)=O,2667.36,5.04,3.45,1.59,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
49,3.68,10.35,0.42,0.83,6.06,3.77,2.29,O=C(N(C(CCC)CCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC(C(C=C6)=CC=C6[Si](C7=CC=C(C8=CC9=C%10C(C%11=CC=C%12C%13=C%11C9=CC=C%13C(N(C(CCC)CCC)C%12=O)=O)=CC=C(C%14=O)C%10C8C(N%14C(CCC)CCC)=O)C=C7)(C%15=CC=C(C%16=CC%17=C%18C(C%19=CC=C%20C%21=C%19C%17=CC=C%21C(N(C(CCC)CCC)C%20=O)=O)=CC=C(C%22=O)C%18C%16C(N%22C(CCC)CCC)=O)C=C%15)C%23=CC=C(C%24=C%25C%26=C(C%27=CC=C%26C(N(C(CCC)CCC)C%25=O)=O)C(C%28=CC=C(C%29=O)C%30C%28=C%27C=CC%30C(N%29C(CCC)CCC)=O)=C%24)C=C%23)=C%31C%32=C5C4=CC=C%32C(N(C(CCC)CCC)C%31=O)=O,2683.44,5.04,3.45,1.59,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
50,7.38,15.02,0.58,0.81,5.94,3.79,2.15,O=C(N(C(CCC)CCC)C1=O)C2=CC=C(C3=C4C=CC1=C32)C5=CC(C(S6)=CC7=C6C(C8=CC=C(C9=CC%10=C%11C(C%12=CC=C%13C%14=C%12C%10=CC=C%14C(N(C(CCC)CCC)C%13=O)=O)=CC=C(C%15=O)C%11=C9C(N%15C(CCC)CCC)=O)S8)=C(C=C(C%16=CC%17=C%18C(C%19=CC=C%20C%21=C%19C%17=CC=C%21C(N(C(CCC)CCC)C%20=O)=O)=CC=C(C%22=O)C%18=C%16C(N%22C(CCC)CCC)=O)S%23)C%23=C7C%24=CC=C(C%25=C%26C%27=C(C%28=CC=C%27C(N(C(CCC)CCC)C%26=O)=O)C(C%29=CC=C(C(N(C(CCC)CCC)C%30=O)=O)C%31=C%30C=CC%28=C%29%31)=C%25)S%24)=C%32C%33=C5C4=CC=C%33C(N(C(CCC)CCC)C%32=O)=O,2693.38,5.04,3.45,1.59,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
51,6.61,14.36,0.55,0.81,5.97,3.81,2.16,O=C(N(C(CCC)CCC)C1=O)C2=CC=C(C3=C4C=CC1=C32)C5=CC(C(S6)=CC7=C6C(C8=CC=C(C9=CC%10=C%11C(C%12=CC=C%13C%14=C%12C%10=CC=C%14C(N(C(CCC)CCC)C%13=O)=O)=CC=C(C%15=O)C%11=C9C(N%15C(CCC)CCC)=O)[Se]8)=C(C=C(C%16=CC%17=C%18C(C%19=CC=C%20C%21=C%19C%17=CC=C%21C(N(C(CCC)CCC)C%20=O)=O)=CC=C(C%22=O)C%18=C%16C(N%22C(CCC)CCC)=O)S%23)C%23=C7C%24=CC=C(C%25=C%26C%27=C(C%28=CC=C%27C(N(C(CCC)CCC)C%26=O)=O)C(C%29=CC=C(C(N(C(CCC)CCC)C%30=O)=O)C%31=C%30C=CC%28=C%29%31)=C%25)[Se]%24)=C%32C%33=C5C4=CC=C%33C(N(C(CCC)CCC)C%32=O)=O,2787.18,5.04,3.45,1.59,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
52,4.03,6.02,0.67,1,5.42,3.68,1.74,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=CC=C(/C=C5C(N(CC)C(S\5)=S)=O)C6=C4N=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=N6)=C2)(C9=CC=C(CCCCCC)C=C9)C%10=C3C=C(C(C%11=C%12SC(C%13=CC=C(/C=C%14C(N(CC)C(S\%14)=S)=O)C%15=C%13N=C(C%16=CC=CC=C%16)C(C%17=CC=CC=C%17)=N%15)=C%11)(C%18=CC=C(CCCCCC)C=C%18)C%19=CC=C(CCCCCC)C=C%19)C%12=C%10,1810.54,5.2,3.2,2,CC1=CC(CCCCCC)=C(C)S1
53,4.81,7.34,0.69,0.95,5.35,3.67,1.68,O=C(N(CC)C(S/1)=S)C1=C/C(C2=C3N=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=N2)=CC=C3C(S6)=CC7=C6C8=CC(C(CCCCCCCC)(CCCCCCCC)C9=C%10SC(C%11=CC=C(/C=C%12C(N(CC)C(S\%12)=S)=O)C%13=C%11N=C(C%14=CC=CC=C%14)C(C%15=CC=CC=C%15)=N%13)=C9)=C%10C=C8C7(CCCCCCCC)CCCCCCCC,1618.36,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1
54,3.26,8.96,0.42,0.87,5.82,3.87,1.95,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC7=C(CC(CC)CCCC)C8=C(C=C(C9=CC%10C%11C%12=C9C%13=CC=C(C(N%14C(CCCCCC)CCCCCC)=O)C%15=C%13C(C%12=CC=C%11C(N(C(CCCCCC)CCCCCC)C%10=O)=O)=CC=C%15C%14=O)S8)C(CC(CC)CCCC)=C7S6)C=C%16C%17=C5C4=CC=C%17C(N(C(CCCCCC)CCCCCC)C%16=O)=O,1924.82,5.29,3.72,1.57,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
55,3.75,9.31,0.43,0.94,5.9,3.84,2.06,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C(C4=C5C=CC1C42)C6=C(C7=C3SC8=C7C(CC(CC)CCCC)=C9C(C%10=C(C(C=C%11C(N(C(CCCCCC)CCCCCC)C%12=O)=O)=C%13C%14=C%11C%12=CC=C%14C%15=CC=C(C%16=O)C%17C%15=C%13C%10=CC%17C(N%16C(CCCCCC)CCCCCC)=O)S9)=C8CC(CC)CCCC)C=C%18C%19=C6C5=CC=C%19C(N(C(CCCCCC)CCCCCC)C%18=O)=O,1920.79,5.29,3.72,1.57,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
56,2.97,8.39,0.4,0.89,5.68,3.87,1.81,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC7=C(S6)C8=C(CC(CC)CCCC)C9=C(C(SC(C%10=CC%11C%12C%13=C%10C%14=CC=C(C(N%15C(CCCCCC)CCCCCC)=O)C%16=C%14C(C%13=CC=C%12C(N(C(CCCCCC)CCCCCC)C%11=O)=O)=CC=C%16C%15=O)=C%17)=C%17S9)C(CC(CC)CCCC)=C8S7)C=C%18C%19=C5C4=CC=C%19C(N(C(CCCCCC)CCCCCC)C%18=O)=O,2036.99,5.29,3.72,1.57,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
57,5.59,12.5,0.47,0.95,5.69,3.82,1.87,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C(C4=C5C=CC1C42)C6=C(C7=C3C8=C(S7)C9=C(CC(CC)CCCC)C%10=C(C(SC%11=C%12C(C=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%15C%16=C%13C%14=CC=C%16C%17=CC=C(C%18=O)C%19C%17=C%15C%11=CC%19C(N%18C(CCCCCC)CCCCCC)=O)=C%12S%10)C(CC(CC)CCCC)=C9S8)C=C%20C%21=C6C5=CC=C%21C(N(C(CCCCCC)CCCCCC)C%20=O)=O,2032.95,5.29,3.72,1.57,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
58,1.85,5.38,0.39,0.88,5.44,3.87,1.57,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C(S6)=CC(C6=C7CC(CC)CCCC)=C(CC(CC)CCCC)C8=C7C9=C(S8)C%10=C(CC(CC)CCCC)C%11=C(C(SC%12=C%13C(CC(CC)CCCC)=C%14C(C=C(C%15=CC%16C%17C%18=C%15C%19=CC=C(C(N%20C(CCCCCC)CCCCCC)=O)C%21=C%19C(C%18=CC=C%17C(N(C(CCCCCC)CCCCCC)C%16=O)=O)=CC=C%21C%20=O)S%14)=C%12CC(CC)CCCC)=C%13S%11)C(CC(CC)CCCC)=C%10S9)C=C%22C%23=C5C4=CC=C%23C(N(C(CCCCCC)CCCCCC)C%22=O)=O,2698.13,5.29,3.72,1.57,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
59,3.69,8.89,0.43,0.98,5.51,3.78,1.73,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C(C4=C5C=CC1C42)C6=C(C7=C3SC8=C(CC(CC)CCCC)C9=C(C(CC(CC)CCCC)=C87)SC%10=C9SC%11=C(CC(CC)CCCC)C(C(SC%12=C%13C(CC(CC)CCCC)=C%14C(C%15=C(C(C=C%16C(N(C(CCCCCC)CCCCCC)C%17=O)=O)=C%18C%19=C%16C%17=CC=C%19C%20=CC=C(C%21=O)C%22C%20=C%18C%15=CC%22C(N%21C(CCCCCC)CCCCCC)=O)S%14)=C%12CC(CC)CCCC)=C%13S%23)=C%23C(CC(CC)CCCC)=C%11%10)C=C%24C%25=C6C5=CC=C%25C(N(C(CCCCCC)CCCCCC)C%24=O)=O,2694.1,5.29,3.72,1.57,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
60,9.14,15.18,0.576,1.02,5.47,3.65,1.82,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC(F)=C(C8=CC=C(/C=C9S/C(N(CCCCCCCC)C/9=O)=C(C#N)/C#N)S8)C%10=NSN=C%107)=C6)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C=C(C%14=CC(F)=C(C%15=NSN=C%14%15)C(S%16)=CC=C%16/C=C%17C(N(/C(S\%17)=C(C#N)/C#N)CCCCCCCC)=O)S%13,1950.71,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
61,9.12,16.62,0.6,0.915,5.61,4.02,1.59,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.38,3.54,1.84,CC(SC1=C2C3=CC=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC=C(SCC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C(C7=NN(CCCCCCCC)N=C78)=C(C(C(N9CCCCCCCC)=O)=C8C%10=CC=C(C)S%10)C9=O)S6
62,10.19,16.39,0.677,0.918,5.61,4.02,1.59,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.43,3.58,1.85,CC(SC1=C2C3=CC=C(CC(CC)CCCC)C=C3)=CC1=C(C4=CC=C(CC(CC)CCCC)C=C4)C5=C2C=C(S5)C6=CC=C(C(C7=NN(CCCCCCCC)N=C78)=C(C(C(N9CCCCCCCC)=O)=C8C%10=CC=C(C)S%10)C9=O)S6
63,4.86,8.53,0.662,0.86,5.7,3.82,1.88,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.17,2.9,2.27,FC1=C(C2=CC=C(C3=CC=C(C4=CC=C(C)S4)C=C3)S2)C5=NC(C6=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C6)=C(C7=CC=C(OCCCCCCCC)C(OCCCCCCCC)=C7)N=C5C(C)=C1F
64,7.75,13.15,0.648,0.91,5.7,3.82,1.88,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,1011.4,5.33,2.94,2.39,FC1=C(C2=CC=C(C3=CC=C(C4=CC=C(C)S4)C=C3F)S2)C5=NC(C6=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C6)=C(C7=CC=C(OCCCCCCCC)C(OCCCCCCCC)=C7)N=C5C(C)=C1F
